geom,SITECODE,SITENAME,MS,SITETYPE,INSPIRE_ID
"POLYGON ((4233257.1713 3078409.1509,4233263.4523 3078431.9868,4233264.1359 3078434.4576,4233271.0149 3078463.0258,4233280.7104 3078489.1151,4233286.0836 3078505.4758,4233250.2519 3078516.1909,4233188.5052 3078520.3112,4233186.4984 3078519.82870001,4233169.8726 3078515.8462,4233149.9859 3078511.07829999,4233139.5709 3078508.5808,4233130.0991 3078506.31040001,4233099.8483 3078498.3843,4233095.9531 3078496.5575,4233098.3034 3078486.2644,4233101.8249 3078469.4247,4233109.4548 3078441.3978,4233110.5885 3078437.2519,4233114.4138 3078420.6881,4233104.7411 3078418.3505,4233095.5298 3078416.1165,4233081.4579 3078411.669,4233062.6857 3078406.4958,4233043.1034 3078399.8436,4233028.3675 3078393.635,4233003.7204 3078432.286,4233006.3636 3078435.45,4233004.6485 3078438.7638,4232992.5637 3078462.0414,4232990.0987 3078459.4849,4232987.8164 3078457.126,4232985.9246 3078458.4821,4232981.3784 3078461.7346,4232976.3172 3078465.3643,4232972.3752 3078468.1886,4232967.1377 3078461.7898,4232961.1665 3078455.1211,4232955.1499 3078453.2133,4232922.3489 3078426.1506,4232919.4965 3078423.7894,4232866.7838 3078403.38010001,4232865.7584 3078402.9841,4232848.9583 3078396.4838,4232843.67 3078394.4361,4232839.5076 3078392.823,4232827.6756 3078381.7242,4232800.3544 3078356.0864,4232791.5502 3078351.4267,4232776.6725 3078345.08,4232766.2535 3078341.5525,4232762.8541 3078340.8891,4232757.3008 3078338.475,4232678.5085 3078332.2642,4232623.6899 3078320.9945,4232598.572 3078325.7491,4232575.6968 3078324.0625,4232536.1949 3078319.0634,4232449.4514 3078301.0407,4232420.1518 3078297.6119,4232404.5248 3078292.7957,4232397.9844 3078285.4547,4232389.7694 3078276.2405,4232381.4517 3078266.91070001,4232371.955 3078256.2589,4232361.4539 3078244.4819,4232360.612 3078243.5383,4232352.2914 3078234.2106,4232351.4505 3078233.268,4232371.1954 3078224.6567,4232391.2485 3078215.9111,4232401.0612 3078211.6163,4232428.9419 3078199.3992,4232438.4603 3078199.5107,4232439.8637 3078199.5275,4232449.0981 3078199.636,4232525.9501 3078176.0417,4232603.7821 3078155.3104,4232676.5342 3078144.3354,4232676.1464 3078141.6345,4232704.1734 3078137.9691,4232716.9838 3078135.5514,4232720.3376 3078150.3016,4232752.8738 3078143.8242,4232768.0785 3078140.8936,4232785.6448 3078179.6331,4232803.2493 3078176.8917,4232812.7603 3078175.4212,4232829.428 3078194.2644,4232832.3609 3078198.1345,4232845.0492 3078214.842,4232844.5306 3078215.6792,4232858.8114 3078230.3547,4232867.4101 3078224.3064,4232893.5233 3078205.957,4232916.8132 3078189.5865,4232906.1226 3078171.9615,4232936.0302 3078196.5837,4232947.7903 3078206.8034,4232938.2718 3078181.9718,4232940.0014 3078168.6869,4232941.759 3078155.2517,4232949.6338 3078127.5815,4232960.3203 3078105.1732,4232985.8377 3078079.0413,4232995.7687 3078075.3649,4233010.3694 3078070.5274,4233036.8279 3078061.76110001,4233037.4846 3078066.66249999,4233069.9862 3078071.6875,4233099.7917 3078076.2895,4233105.9282 3078077.2375,4233119.7636 3078079.3741,4233126.8512 3078080.469,4233144.8107 3078083.24319999,4233146.5429 3078078.239,4233166.6372 3078084.2942,4233187.0227 3078090.4353,4233189.9248 3078091.3056,4233204.7626 3078097.6528,4233206.4368 3078098.69,4233228.8379 3078112.5842,4233230.4363 3078113.1923,4233231.6529 3078113.6657,4233231.1746 3078114.5323,4233242.9325 3078120.9118,4233244.1907 3078118.5643,4233255.5863 3078123.30860001,4233267.4327 3078129.57680001,4233269.8301 3078127.89380001,4233274.7762 3078131.9863,4233287.6727 3078142.6705,4233288.5931 3078143.428,4233306.3626 3078160.1859,4233320.7891 3078173.79929999,4233325.894 3078182.2201,4233327.5766 3078188.1355,4233331.405 3078201.6012,4233332.4374 3078205.2324,4233318.3387 3078207.6358,4233323.9426 3078232.161,4233324.4172 3078245.0056,4233325.607 3078244.8353,4233339.4664 3078242.8482,4233340.6172 3078242.6834,4233341.157 3078248.5465,4233324.6594 3078271.6545,4233316.5342 3078301.4984,4233309.1018 3078325.6623,4233297.1394 3078351.32840001,4233283.5093 3078366.1364,4233270.5998 3078374.364,4233253.0479 3078383.9153,4233230.1388 3078392.98,4233213.105 3078396.5037,4233230.7347 3078397.09219999,4233231.0825 3078399.8676,4233243.6548 3078396.265,4233252.7846 3078393.2397,4233257.1713 3078409.1509),(4233025.2402 3078336.463,4233029.1383 3078340.7099,4233046.4691 3078353.8836,4233047.5339 3078354.229,4233071.6516 3078361.9792,4233092.3943 3078368.6455,4233114.3162 3078375.9857,4233141.0753 3078384.5497,4233145.7692 3078365.6738,4233151.573 3078342.3623,4233147.2408 3078338.5514,4233146.02 3078329.6773,4233147.2624 3078316.59920001,4233147.988 3078308.90860001,4233147.1795 3078305.3494,4233123.6843 3078291.89020001,4233118.0802 3078288.6868,4233086.4743 3078272.2985,4233083.1304 3078270.5642,4233067.8093 3078261.03330001,4233050.7634 3078250.426,4233041.4665 3078248.5132,4233031.9697 3078275.3056,4233039.4449 3078279.31349999,4233045.2578 3078282.4241,4233052.046 3078282.9812,4233052.6527 3078288.6233,4233047.1707 3078303.2297,4233045.789 3078305.3188,4233045.25 3078306.1362,4233044.2997 3078307.5894,4233025.2402 3078336.463))",DE5118301,Dammelsberg und Köhlersgrund,DE,B,
